,participant_number,block_number,condition,RT,group,task
35542,33,0,distractor_absent,582.1,fruit_vegetable_group,search
35543,33,0,nonpredictive_distractors,554.3,fruit_vegetable_group,search
35544,33,0,predictive_distractors,663.7,fruit_vegetable_group,search
35545,33,0,nonpredictive_distractors,628.7,fruit_vegetable_group,search
35546,33,0,nonpredictive_distractors,796.7,fruit_vegetable_group,search
35547,33,0,distractor_absent,648.2,fruit_vegetable_group,search
35548,33,0,predictive_distractors,542.3,fruit_vegetable_group,search
35549,33,0,distractor_absent,636.3,fruit_vegetable_group,search
35550,33,0,nonpredictive_distractors,791,fruit_vegetable_group,search
35551,33,0,nonpredictive_distractors,757.8,fruit_vegetable_group,search
35552,33,0,distractor_absent,714.1,fruit_vegetable_group,search
35553,33,0,nonpredictive_distractors,741.2,fruit_vegetable_group,search
35554,33,0,predictive_distractors,511.1,fruit_vegetable_group,search
35555,33,0,predictive_distractors,575.5,fruit_vegetable_group,search
35556,33,0,nonpredictive_distractors,722.3,fruit_vegetable_group,search
35557,33,0,nonpredictive_distractors,608.8,fruit_vegetable_group,search
35558,33,0,distractor_absent,672,fruit_vegetable_group,search
35559,33,0,nonpredictive_distractors,531.6,fruit_vegetable_group,search
35560,33,0,predictive_distractors,675.5,fruit_vegetable_group,search
35561,33,0,distractor_absent,643.7,fruit_vegetable_group,search
35562,33,0,predictive_distractors,547.1,fruit_vegetable_group,search
35563,33,0,distractor_absent,586.6,fruit_vegetable_group,search
35564,33,0,predictive_distractors,718.8,fruit_vegetable_group,search
35565,33,0,nonpredictive_distractors,629.7,fruit_vegetable_group,search
35566,33,0,nonpredictive_distractors,1009.5,fruit_vegetable_group,search
35567,33,0,predictive_distractors,530.5,fruit_vegetable_group,search
35568,33,0,distractor_absent,573.2,fruit_vegetable_group,search
35569,33,0,predictive_distractors,544.2,fruit_vegetable_group,search
35570,33,0,nonpredictive_distractors,654,fruit_vegetable_group,search
35571,33,0,predictive_distractors,716.4,fruit_vegetable_group,search
35572,33,0,nonpredictive_distractors,734.1,fruit_vegetable_group,search
35573,33,0,predictive_distractors,632.2,fruit_vegetable_group,search
35574,33,0,predictive_distractors,546.5,fruit_vegetable_group,search
35575,33,0,predictive_distractors,596.9,fruit_vegetable_group,search
35576,33,0,nonpredictive_distractors,560.5,fruit_vegetable_group,search
35577,33,0,distractor_absent,482.1,fruit_vegetable_group,search
35578,33,0,predictive_distractors,659.8,fruit_vegetable_group,search
35579,33,0,nonpredictive_distractors,779.1,fruit_vegetable_group,search
35580,33,0,nonpredictive_distractors,704.3,fruit_vegetable_group,search
35581,33,0,predictive_distractors,902.4,fruit_vegetable_group,search
35582,33,0,nonpredictive_distractors,610.1,fruit_vegetable_group,search
35583,33,0,nonpredictive_distractors,908.1,fruit_vegetable_group,search
35584,33,0,nonpredictive_distractors,685.5,fruit_vegetable_group,search
35585,33,0,distractor_absent,642.5,fruit_vegetable_group,search
35586,33,0,predictive_distractors,554.5,fruit_vegetable_group,search
35587,33,0,nonpredictive_distractors,573.5,fruit_vegetable_group,search
35588,33,0,nonpredictive_distractors,746.7,fruit_vegetable_group,search
35589,33,0,nonpredictive_distractors,868.6,fruit_vegetable_group,search
35590,33,0,predictive_distractors,766.1,fruit_vegetable_group,search
35591,33,0,predictive_distractors,619.5,fruit_vegetable_group,search
35592,33,0,distractor_absent,1033.5,fruit_vegetable_group,search
35593,33,0,nonpredictive_distractors,652.1,fruit_vegetable_group,search
35594,33,0,predictive_distractors,910.4,fruit_vegetable_group,search
35595,33,0,predictive_distractors,640,fruit_vegetable_group,search
35596,33,1,predictive_distractors,631.4,fruit_vegetable_group,search
35597,33,1,nonpredictive_distractors,693.4,fruit_vegetable_group,search
35598,33,1,nonpredictive_distractors,637.2,fruit_vegetable_group,search
35599,33,1,nonpredictive_distractors,740,fruit_vegetable_group,search
35600,33,1,predictive_distractors,657.3,fruit_vegetable_group,search
35601,33,1,predictive_distractors,598.5,fruit_vegetable_group,search
35602,33,1,nonpredictive_distractors,694.9,fruit_vegetable_group,search
35603,33,1,nonpredictive_distractors,806.3,fruit_vegetable_group,search
35604,33,1,predictive_distractors,813.4,fruit_vegetable_group,search
35605,33,1,predictive_distractors,600,fruit_vegetable_group,search
35606,33,1,nonpredictive_distractors,758.8,fruit_vegetable_group,search
35607,33,1,distractor_absent,495.2,fruit_vegetable_group,search
35608,33,1,nonpredictive_distractors,584.9,fruit_vegetable_group,search
35609,33,1,nonpredictive_distractors,694.2,fruit_vegetable_group,search
35610,33,1,nonpredictive_distractors,582.1,fruit_vegetable_group,search
35611,33,1,predictive_distractors,709.5,fruit_vegetable_group,search
35612,33,1,distractor_absent,517.9,fruit_vegetable_group,search
35613,33,1,distractor_absent,495.9,fruit_vegetable_group,search
35614,33,1,distractor_absent,546.9,fruit_vegetable_group,search
35615,33,1,predictive_distractors,452.9,fruit_vegetable_group,search
35616,33,1,nonpredictive_distractors,472.4,fruit_vegetable_group,search
35617,33,1,distractor_absent,508.3,fruit_vegetable_group,search
35618,33,1,predictive_distractors,587,fruit_vegetable_group,search
35619,33,1,nonpredictive_distractors,482.8,fruit_vegetable_group,search
35620,33,1,distractor_absent,550,fruit_vegetable_group,search
35621,33,1,distractor_absent,540.9,fruit_vegetable_group,search
35622,33,1,predictive_distractors,669.3,fruit_vegetable_group,search
35623,33,1,distractor_absent,609.4,fruit_vegetable_group,search
35624,33,1,predictive_distractors,796.5,fruit_vegetable_group,search
35625,33,1,nonpredictive_distractors,459.1,fruit_vegetable_group,search
35626,33,1,predictive_distractors,751.5,fruit_vegetable_group,search
35627,33,1,nonpredictive_distractors,456,fruit_vegetable_group,search
35628,33,1,nonpredictive_distractors,656.3,fruit_vegetable_group,search
35629,33,1,distractor_absent,622.4,fruit_vegetable_group,search
35630,33,1,nonpredictive_distractors,622.5,fruit_vegetable_group,search
35631,33,1,nonpredictive_distractors,661.1,fruit_vegetable_group,search
35632,33,1,distractor_absent,421.4,fruit_vegetable_group,search
35633,33,1,distractor_absent,450.8,fruit_vegetable_group,search
35634,33,1,nonpredictive_distractors,717,fruit_vegetable_group,search
35635,33,1,predictive_distractors,520.5,fruit_vegetable_group,search
35636,33,1,distractor_absent,463.1,fruit_vegetable_group,search
35637,33,1,nonpredictive_distractors,611.1,fruit_vegetable_group,search
35638,33,1,predictive_distractors,485,fruit_vegetable_group,search
35639,33,1,predictive_distractors,543.3,fruit_vegetable_group,search
35640,33,1,nonpredictive_distractors,441.3,fruit_vegetable_group,search
35641,33,1,predictive_distractors,443.3,fruit_vegetable_group,search
35642,33,1,distractor_absent,691.7,fruit_vegetable_group,search
35643,33,1,predictive_distractors,540.5,fruit_vegetable_group,search
35644,33,1,predictive_distractors,535,fruit_vegetable_group,search
35645,33,1,predictive_distractors,720.9,fruit_vegetable_group,search
35646,33,1,nonpredictive_distractors,544.1,fruit_vegetable_group,search
35647,33,1,nonpredictive_distractors,535.6,fruit_vegetable_group,search
35648,33,1,nonpredictive_distractors,799.5,fruit_vegetable_group,search
35649,33,1,distractor_absent,494.6,fruit_vegetable_group,search
35650,33,1,distractor_absent,555,fruit_vegetable_group,search
35651,33,1,predictive_distractors,570.7,fruit_vegetable_group,search
35652,33,1,nonpredictive_distractors,586.9,fruit_vegetable_group,search
35653,33,1,nonpredictive_distractors,552.2,fruit_vegetable_group,search
35654,33,1,nonpredictive_distractors,871.7,fruit_vegetable_group,search
35655,33,1,predictive_distractors,504.1,fruit_vegetable_group,search
35656,33,1,predictive_distractors,481.2,fruit_vegetable_group,search
35657,33,1,predictive_distractors,849.6,fruit_vegetable_group,search
35658,33,1,nonpredictive_distractors,565.3,fruit_vegetable_group,search
35659,33,1,nonpredictive_distractors,534.6,fruit_vegetable_group,search
35660,33,1,predictive_distractors,677.8,fruit_vegetable_group,search
35661,33,1,predictive_distractors,577.8,fruit_vegetable_group,search
35662,33,1,predictive_distractors,777.6,fruit_vegetable_group,search
35663,33,1,predictive_distractors,849,fruit_vegetable_group,search
35664,33,1,nonpredictive_distractors,554.6,fruit_vegetable_group,search
35665,33,1,nonpredictive_distractors,632.7,fruit_vegetable_group,search
35666,33,1,distractor_absent,548.4,fruit_vegetable_group,search
35667,33,1,nonpredictive_distractors,513.8,fruit_vegetable_group,search
35668,33,1,predictive_distractors,470.5,fruit_vegetable_group,search
35669,33,1,nonpredictive_distractors,660.1,fruit_vegetable_group,search
35670,33,1,nonpredictive_distractors,605.5,fruit_vegetable_group,search
35671,33,2,predictive_distractors,626,fruit_vegetable_group,search
35672,33,2,nonpredictive_distractors,623,fruit_vegetable_group,search
35673,33,2,nonpredictive_distractors,434.7,fruit_vegetable_group,search
35674,33,2,predictive_distractors,665.4,fruit_vegetable_group,search
35675,33,2,nonpredictive_distractors,558.4,fruit_vegetable_group,search
35676,33,2,distractor_absent,496.4,fruit_vegetable_group,search
35677,33,2,nonpredictive_distractors,574.6,fruit_vegetable_group,search
35678,33,2,predictive_distractors,488.4,fruit_vegetable_group,search
35679,33,2,predictive_distractors,503.4,fruit_vegetable_group,search
35680,33,2,nonpredictive_distractors,628.8,fruit_vegetable_group,search
35681,33,2,nonpredictive_distractors,583.8,fruit_vegetable_group,search
35682,33,2,predictive_distractors,900,fruit_vegetable_group,search
35683,33,2,nonpredictive_distractors,485.3,fruit_vegetable_group,search
35684,33,2,predictive_distractors,547.6,fruit_vegetable_group,search
35685,33,2,predictive_distractors,489.9,fruit_vegetable_group,search
35686,33,2,nonpredictive_distractors,574.2,fruit_vegetable_group,search
35687,33,2,nonpredictive_distractors,547,fruit_vegetable_group,search
35688,33,2,nonpredictive_distractors,408.5,fruit_vegetable_group,search
35689,33,2,nonpredictive_distractors,416.9,fruit_vegetable_group,search
35690,33,2,predictive_distractors,642.4,fruit_vegetable_group,search
35691,33,2,nonpredictive_distractors,462,fruit_vegetable_group,search
35692,33,2,nonpredictive_distractors,654.2,fruit_vegetable_group,search
35693,33,2,predictive_distractors,695.1,fruit_vegetable_group,search
35694,33,2,nonpredictive_distractors,641.2,fruit_vegetable_group,search
35695,33,2,nonpredictive_distractors,539,fruit_vegetable_group,search
35696,33,2,predictive_distractors,524.6,fruit_vegetable_group,search
35697,33,2,predictive_distractors,490.9,fruit_vegetable_group,search
35698,33,2,nonpredictive_distractors,593.9,fruit_vegetable_group,search
35699,33,2,predictive_distractors,540.4,fruit_vegetable_group,search
35700,33,2,predictive_distractors,627.6,fruit_vegetable_group,search
35701,33,2,predictive_distractors,537.1,fruit_vegetable_group,search
35702,33,2,nonpredictive_distractors,552.6,fruit_vegetable_group,search
35703,33,2,nonpredictive_distractors,650.3,fruit_vegetable_group,search
35704,33,2,predictive_distractors,560.3,fruit_vegetable_group,search
35705,33,2,predictive_distractors,554.4,fruit_vegetable_group,search
35706,33,2,predictive_distractors,502.4,fruit_vegetable_group,search
35707,33,2,predictive_distractors,666.9,fruit_vegetable_group,search
35708,33,2,predictive_distractors,446.3,fruit_vegetable_group,search
35709,33,2,nonpredictive_distractors,520.5,fruit_vegetable_group,search
35710,33,2,distractor_absent,848.2,fruit_vegetable_group,search
35711,33,2,nonpredictive_distractors,676,fruit_vegetable_group,search
35712,33,2,distractor_absent,617.6,fruit_vegetable_group,search
35713,33,2,nonpredictive_distractors,494,fruit_vegetable_group,search
35714,33,2,nonpredictive_distractors,626.1,fruit_vegetable_group,search
35715,33,2,predictive_distractors,555,fruit_vegetable_group,search
35716,33,2,nonpredictive_distractors,757.4,fruit_vegetable_group,search
35717,33,2,distractor_absent,622.1,fruit_vegetable_group,search
35718,33,2,predictive_distractors,567.4,fruit_vegetable_group,search
35719,33,2,nonpredictive_distractors,765.7,fruit_vegetable_group,search
35720,33,2,predictive_distractors,643.3,fruit_vegetable_group,search
35721,33,2,predictive_distractors,879.6,fruit_vegetable_group,search
35722,33,2,nonpredictive_distractors,529.3,fruit_vegetable_group,search
35723,33,2,predictive_distractors,565.9,fruit_vegetable_group,search
35724,33,2,distractor_absent,504.1,fruit_vegetable_group,search
35725,33,2,nonpredictive_distractors,674.2,fruit_vegetable_group,search
35726,33,2,nonpredictive_distractors,659,fruit_vegetable_group,search
35727,33,2,predictive_distractors,803.8,fruit_vegetable_group,search
35728,33,2,predictive_distractors,564.3,fruit_vegetable_group,search
35729,33,2,nonpredictive_distractors,705.2,fruit_vegetable_group,search
35730,33,2,distractor_absent,646.3,fruit_vegetable_group,search
35731,33,2,distractor_absent,662.1,fruit_vegetable_group,search
35732,33,2,nonpredictive_distractors,556,fruit_vegetable_group,search
35733,33,2,nonpredictive_distractors,524.4,fruit_vegetable_group,search
35734,33,2,nonpredictive_distractors,593.3,fruit_vegetable_group,search
35735,33,2,predictive_distractors,695.4,fruit_vegetable_group,search
35736,33,2,distractor_absent,647.4,fruit_vegetable_group,search
35737,33,2,predictive_distractors,663.2,fruit_vegetable_group,search
35738,33,2,nonpredictive_distractors,564.8,fruit_vegetable_group,search
35739,33,2,distractor_absent,523.4,fruit_vegetable_group,search
35740,33,2,distractor_absent,716.5,fruit_vegetable_group,search
35741,33,2,distractor_absent,565.5,fruit_vegetable_group,search
35742,33,2,distractor_absent,620.9,fruit_vegetable_group,search
35743,33,3,distractor_absent,581.1,fruit_vegetable_group,search
35744,33,3,nonpredictive_distractors,567,fruit_vegetable_group,search
35745,33,3,nonpredictive_distractors,395.4,fruit_vegetable_group,search
