,participant_number,block_number,condition,RT,group,task
35092,31,2,predictive_distractors,679,fruit_vegetable_group,search
35093,31,2,predictive_distractors,709,fruit_vegetable_group,search
35094,31,2,distractor_absent,599,fruit_vegetable_group,search
35095,31,2,nonpredictive_distractors,501,fruit_vegetable_group,search
35096,31,2,distractor_absent,599,fruit_vegetable_group,search
35097,31,2,predictive_distractors,708,fruit_vegetable_group,search
35098,31,2,predictive_distractors,535,fruit_vegetable_group,search
35099,31,2,nonpredictive_distractors,581,fruit_vegetable_group,search
35100,31,2,distractor_absent,487,fruit_vegetable_group,search
35101,31,2,predictive_distractors,708,fruit_vegetable_group,search
35102,31,2,predictive_distractors,502,fruit_vegetable_group,search
35103,31,2,nonpredictive_distractors,486,fruit_vegetable_group,search
35104,31,2,predictive_distractors,710,fruit_vegetable_group,search
35105,31,2,distractor_absent,693,fruit_vegetable_group,search
35106,31,2,nonpredictive_distractors,678,fruit_vegetable_group,search
35107,31,2,nonpredictive_distractors,646,fruit_vegetable_group,search
35108,31,2,distractor_absent,677,fruit_vegetable_group,search
35109,31,2,predictive_distractors,551,fruit_vegetable_group,search
35110,31,2,nonpredictive_distractors,631,fruit_vegetable_group,search
35111,31,2,predictive_distractors,631,fruit_vegetable_group,search
35112,31,2,nonpredictive_distractors,518,fruit_vegetable_group,search
35113,31,2,nonpredictive_distractors,549,fruit_vegetable_group,search
35114,31,2,nonpredictive_distractors,534,fruit_vegetable_group,search
35115,31,2,nonpredictive_distractors,471,fruit_vegetable_group,search
35116,31,2,predictive_distractors,742,fruit_vegetable_group,search
35117,31,2,nonpredictive_distractors,613,fruit_vegetable_group,search
35118,31,2,predictive_distractors,709,fruit_vegetable_group,search
35119,31,2,nonpredictive_distractors,551,fruit_vegetable_group,search
35120,31,2,predictive_distractors,520,fruit_vegetable_group,search
35121,31,2,predictive_distractors,660,fruit_vegetable_group,search
35122,31,2,nonpredictive_distractors,645,fruit_vegetable_group,search
35123,31,2,nonpredictive_distractors,583,fruit_vegetable_group,search
35124,31,2,nonpredictive_distractors,501,fruit_vegetable_group,search
35125,31,2,predictive_distractors,708,fruit_vegetable_group,search
35126,31,2,predictive_distractors,517,fruit_vegetable_group,search
35127,31,2,distractor_absent,566,fruit_vegetable_group,search
35128,31,2,predictive_distractors,519,fruit_vegetable_group,search
35129,31,2,predictive_distractors,552,fruit_vegetable_group,search
35130,31,2,predictive_distractors,581,fruit_vegetable_group,search
35131,31,2,distractor_absent,471,fruit_vegetable_group,search
35132,31,2,nonpredictive_distractors,614,fruit_vegetable_group,search
35133,31,2,nonpredictive_distractors,599,fruit_vegetable_group,search
35134,31,2,predictive_distractors,647,fruit_vegetable_group,search
35135,31,2,distractor_absent,520,fruit_vegetable_group,search
35136,31,2,predictive_distractors,550,fruit_vegetable_group,search
35137,31,2,predictive_distractors,710,fruit_vegetable_group,search
35138,31,2,distractor_absent,534,fruit_vegetable_group,search
35139,31,2,predictive_distractors,710,fruit_vegetable_group,search
35140,31,2,distractor_absent,598,fruit_vegetable_group,search
35141,31,2,nonpredictive_distractors,695,fruit_vegetable_group,search
35142,31,2,nonpredictive_distractors,631,fruit_vegetable_group,search
35143,31,2,predictive_distractors,631,fruit_vegetable_group,search
35144,31,2,nonpredictive_distractors,582,fruit_vegetable_group,search
35145,31,2,predictive_distractors,582,fruit_vegetable_group,search
35146,31,2,predictive_distractors,662,fruit_vegetable_group,search
35147,31,2,nonpredictive_distractors,565,fruit_vegetable_group,search
35148,31,2,nonpredictive_distractors,549,fruit_vegetable_group,search
35149,31,2,predictive_distractors,663,fruit_vegetable_group,search
35150,31,2,predictive_distractors,646,fruit_vegetable_group,search
35151,31,2,predictive_distractors,502,fruit_vegetable_group,search
35152,31,2,nonpredictive_distractors,550,fruit_vegetable_group,search
35153,31,2,predictive_distractors,469,fruit_vegetable_group,search
35154,31,2,distractor_absent,549,fruit_vegetable_group,search
35155,31,3,distractor_absent,742,fruit_vegetable_group,search
35156,31,3,predictive_distractors,710,fruit_vegetable_group,search
35157,31,3,nonpredictive_distractors,599,fruit_vegetable_group,search
35158,31,3,predictive_distractors,536,fruit_vegetable_group,search
35159,31,3,predictive_distractors,598,fruit_vegetable_group,search
35160,31,3,nonpredictive_distractors,597,fruit_vegetable_group,search
35161,31,3,predictive_distractors,552,fruit_vegetable_group,search
35162,31,3,distractor_absent,470,fruit_vegetable_group,search
35163,31,3,predictive_distractors,566,fruit_vegetable_group,search
35164,31,3,nonpredictive_distractors,614,fruit_vegetable_group,search
35165,31,3,nonpredictive_distractors,550,fruit_vegetable_group,search
35166,31,3,predictive_distractors,693,fruit_vegetable_group,search
35167,31,3,nonpredictive_distractors,630,fruit_vegetable_group,search
35168,31,3,distractor_absent,470,fruit_vegetable_group,search
35169,31,3,predictive_distractors,662,fruit_vegetable_group,search
35170,31,3,nonpredictive_distractors,598,fruit_vegetable_group,search
35171,31,3,nonpredictive_distractors,535,fruit_vegetable_group,search
35172,31,3,predictive_distractors,535,fruit_vegetable_group,search
35173,31,3,distractor_absent,582,fruit_vegetable_group,search
35174,31,3,nonpredictive_distractors,663,fruit_vegetable_group,search
35175,31,3,nonpredictive_distractors,583,fruit_vegetable_group,search
35176,31,3,nonpredictive_distractors,742,fruit_vegetable_group,search
35177,31,3,distractor_absent,821,fruit_vegetable_group,search
35178,31,3,predictive_distractors,646,fruit_vegetable_group,search
35179,31,3,nonpredictive_distractors,567,fruit_vegetable_group,search
35180,31,3,predictive_distractors,549,fruit_vegetable_group,search
35181,31,3,nonpredictive_distractors,471,fruit_vegetable_group,search
35182,31,3,predictive_distractors,677,fruit_vegetable_group,search
35183,31,3,nonpredictive_distractors,454,fruit_vegetable_group,search
35184,31,3,distractor_absent,823,fruit_vegetable_group,search
35185,31,3,predictive_distractors,487,fruit_vegetable_group,search
35186,31,3,distractor_absent,518,fruit_vegetable_group,search
35187,31,3,nonpredictive_distractors,742,fruit_vegetable_group,search
35188,31,3,distractor_absent,629,fruit_vegetable_group,search
35189,31,3,predictive_distractors,693,fruit_vegetable_group,search
35190,31,3,nonpredictive_distractors,535,fruit_vegetable_group,search
35191,31,3,distractor_absent,631,fruit_vegetable_group,search
35192,31,3,nonpredictive_distractors,596,fruit_vegetable_group,search
35193,31,3,nonpredictive_distractors,535,fruit_vegetable_group,search
35194,31,3,predictive_distractors,614,fruit_vegetable_group,search
35195,31,3,nonpredictive_distractors,566,fruit_vegetable_group,search
35196,31,3,predictive_distractors,660,fruit_vegetable_group,search
35197,31,3,predictive_distractors,551,fruit_vegetable_group,search
35198,31,3,distractor_absent,600,fruit_vegetable_group,search
35199,31,3,nonpredictive_distractors,535,fruit_vegetable_group,search
35200,31,3,predictive_distractors,566,fruit_vegetable_group,search
35201,31,3,distractor_absent,437,fruit_vegetable_group,search
35202,31,3,nonpredictive_distractors,535,fruit_vegetable_group,search
35203,31,3,nonpredictive_distractors,549,fruit_vegetable_group,search
35204,31,3,predictive_distractors,663,fruit_vegetable_group,search
35205,31,3,nonpredictive_distractors,549,fruit_vegetable_group,search
35206,31,3,predictive_distractors,663,fruit_vegetable_group,search
35207,31,3,nonpredictive_distractors,599,fruit_vegetable_group,search
35208,31,3,nonpredictive_distractors,502,fruit_vegetable_group,search
35209,31,3,distractor_absent,487,fruit_vegetable_group,search
35210,31,3,predictive_distractors,485,fruit_vegetable_group,search
35211,31,3,nonpredictive_distractors,630,fruit_vegetable_group,search
35212,31,3,predictive_distractors,839,fruit_vegetable_group,search
35213,31,3,nonpredictive_distractors,518,fruit_vegetable_group,search
35214,31,3,nonpredictive_distractors,469,fruit_vegetable_group,search
35215,31,3,predictive_distractors,502,fruit_vegetable_group,search
35216,31,3,predictive_distractors,518,fruit_vegetable_group,search
35217,31,3,nonpredictive_distractors,485,fruit_vegetable_group,search
35218,31,3,predictive_distractors,775,fruit_vegetable_group,search
35219,31,3,distractor_absent,518,fruit_vegetable_group,search
35220,31,3,distractor_absent,613,fruit_vegetable_group,search
35221,31,3,distractor_absent,504,fruit_vegetable_group,search
35222,31,3,predictive_distractors,677,fruit_vegetable_group,search
35223,31,3,nonpredictive_distractors,629,fruit_vegetable_group,search
35224,31,3,nonpredictive_distractors,582,fruit_vegetable_group,search
35225,31,3,nonpredictive_distractors,838,fruit_vegetable_group,search
35226,31,3,nonpredictive_distractors,581,fruit_vegetable_group,search
35227,32,0,predictive_distractors,580,fruit_vegetable_group,search
35228,32,0,nonpredictive_distractors,514,fruit_vegetable_group,search
35229,32,0,predictive_distractors,446,fruit_vegetable_group,search
35230,32,0,nonpredictive_distractors,642,fruit_vegetable_group,search
35231,32,0,nonpredictive_distractors,507,fruit_vegetable_group,search
35232,32,0,nonpredictive_distractors,538,fruit_vegetable_group,search
35233,32,0,predictive_distractors,530,fruit_vegetable_group,search
35234,32,0,predictive_distractors,522,fruit_vegetable_group,search
35235,32,0,predictive_distractors,622,fruit_vegetable_group,search
35236,32,0,predictive_distractors,642,fruit_vegetable_group,search
35237,32,0,predictive_distractors,614,fruit_vegetable_group,search
35238,32,0,nonpredictive_distractors,530,fruit_vegetable_group,search
35239,32,0,distractor_absent,547,fruit_vegetable_group,search
35240,32,0,predictive_distractors,518,fruit_vegetable_group,search
35241,32,0,nonpredictive_distractors,510,fruit_vegetable_group,search
35242,32,0,predictive_distractors,726,fruit_vegetable_group,search
35243,32,0,predictive_distractors,595,fruit_vegetable_group,search
35244,32,0,predictive_distractors,602,fruit_vegetable_group,search
35245,32,0,nonpredictive_distractors,614,fruit_vegetable_group,search
35246,32,0,predictive_distractors,649,fruit_vegetable_group,search
35247,32,0,predictive_distractors,497,fruit_vegetable_group,search
35248,32,0,predictive_distractors,548,fruit_vegetable_group,search
35249,32,0,nonpredictive_distractors,739,fruit_vegetable_group,search
35250,32,0,distractor_absent,566,fruit_vegetable_group,search
35251,32,0,nonpredictive_distractors,491,fruit_vegetable_group,search
35252,32,0,nonpredictive_distractors,657,fruit_vegetable_group,search
35253,32,0,distractor_absent,584,fruit_vegetable_group,search
35254,32,0,predictive_distractors,576,fruit_vegetable_group,search
35255,32,0,distractor_absent,566,fruit_vegetable_group,search
35256,32,0,distractor_absent,490,fruit_vegetable_group,search
35257,32,0,predictive_distractors,486,fruit_vegetable_group,search
35258,32,0,nonpredictive_distractors,554,fruit_vegetable_group,search
35259,32,0,predictive_distractors,539,fruit_vegetable_group,search
35260,32,0,nonpredictive_distractors,487,fruit_vegetable_group,search
35261,32,0,predictive_distractors,659,fruit_vegetable_group,search
35262,32,0,nonpredictive_distractors,540,fruit_vegetable_group,search
35263,32,0,distractor_absent,518,fruit_vegetable_group,search
35264,32,0,distractor_absent,654,fruit_vegetable_group,search
35265,32,0,distractor_absent,483,fruit_vegetable_group,search
35266,32,0,nonpredictive_distractors,515,fruit_vegetable_group,search
35267,32,0,nonpredictive_distractors,642,fruit_vegetable_group,search
35268,32,0,predictive_distractors,621,fruit_vegetable_group,search
35269,32,0,predictive_distractors,743,fruit_vegetable_group,search
35270,32,0,distractor_absent,750,fruit_vegetable_group,search
35271,32,0,nonpredictive_distractors,547,fruit_vegetable_group,search
35272,32,0,nonpredictive_distractors,531,fruit_vegetable_group,search
35273,32,0,predictive_distractors,623,fruit_vegetable_group,search
35274,32,0,predictive_distractors,611,fruit_vegetable_group,search
35275,32,0,predictive_distractors,603,fruit_vegetable_group,search
35276,32,0,predictive_distractors,643,fruit_vegetable_group,search
35277,32,0,nonpredictive_distractors,533,fruit_vegetable_group,search
35278,32,0,distractor_absent,510,fruit_vegetable_group,search
35279,32,0,predictive_distractors,482,fruit_vegetable_group,search
35280,32,0,nonpredictive_distractors,592,fruit_vegetable_group,search
35281,32,0,distractor_absent,479,fruit_vegetable_group,search
35282,32,0,predictive_distractors,643,fruit_vegetable_group,search
35283,32,0,predictive_distractors,535,fruit_vegetable_group,search
35284,32,0,nonpredictive_distractors,562,fruit_vegetable_group,search
35285,32,0,predictive_distractors,655,fruit_vegetable_group,search
35286,32,0,predictive_distractors,750,fruit_vegetable_group,search
35287,32,0,distractor_absent,537,fruit_vegetable_group,search
35288,32,0,nonpredictive_distractors,498,fruit_vegetable_group,search
35289,32,0,nonpredictive_distractors,460,fruit_vegetable_group,search
35290,32,0,predictive_distractors,605,fruit_vegetable_group,search
35291,32,0,nonpredictive_distractors,521,fruit_vegetable_group,search
35292,32,0,nonpredictive_distractors,465,fruit_vegetable_group,search
35293,32,0,predictive_distractors,594,fruit_vegetable_group,search
35294,32,0,nonpredictive_distractors,585,fruit_vegetable_group,search
35295,32,0,nonpredictive_distractors,560,fruit_vegetable_group,search
35296,32,0,nonpredictive_distractors,610,fruit_vegetable_group,search
35297,32,0,nonpredictive_distractors,661,fruit_vegetable_group,search
35298,32,1,distractor_absent,589,fruit_vegetable_group,search
35299,32,1,predictive_distractors,767,fruit_vegetable_group,search
35300,32,1,nonpredictive_distractors,545,fruit_vegetable_group,search
35301,32,1,distractor_absent,547,fruit_vegetable_group,search
35302,32,1,predictive_distractors,611,fruit_vegetable_group,search
35303,32,1,nonpredictive_distractors,608,fruit_vegetable_group,search
35304,32,1,distractor_absent,521,fruit_vegetable_group,search
35305,32,1,distractor_absent,525,fruit_vegetable_group,search
35306,32,1,nonpredictive_distractors,783,fruit_vegetable_group,search
35307,32,1,predictive_distractors,604,fruit_vegetable_group,search
35308,32,1,distractor_absent,586,fruit_vegetable_group,search
35309,32,1,predictive_distractors,679,fruit_vegetable_group,search
35310,32,1,predictive_distractors,541,fruit_vegetable_group,search
35311,32,1,nonpredictive_distractors,623,fruit_vegetable_group,search
35312,32,1,predictive_distractors,461,fruit_vegetable_group,search
35313,32,1,predictive_distractors,462,fruit_vegetable_group,search
35314,32,1,nonpredictive_distractors,620,fruit_vegetable_group,search
35315,32,1,predictive_distractors,482,fruit_vegetable_group,search
35316,32,1,nonpredictive_distractors,485,fruit_vegetable_group,search
35317,32,1,predictive_distractors,641,fruit_vegetable_group,search
35318,32,1,predictive_distractors,714,fruit_vegetable_group,search
35319,32,1,nonpredictive_distractors,541,fruit_vegetable_group,search
35320,32,1,nonpredictive_distractors,651,fruit_vegetable_group,search
35321,32,1,predictive_distractors,522,fruit_vegetable_group,search
35322,32,1,distractor_absent,524,fruit_vegetable_group,search
35323,32,1,nonpredictive_distractors,498,fruit_vegetable_group,search
35324,32,1,nonpredictive_distractors,584,fruit_vegetable_group,search
35325,32,1,predictive_distractors,517,fruit_vegetable_group,search
35326,32,1,predictive_distractors,479,fruit_vegetable_group,search
35327,32,1,distractor_absent,521,fruit_vegetable_group,search
35328,32,1,nonpredictive_distractors,668,fruit_vegetable_group,search
35329,32,1,nonpredictive_distractors,539,fruit_vegetable_group,search
35330,32,1,predictive_distractors,563,fruit_vegetable_group,search
35331,32,1,nonpredictive_distractors,682,fruit_vegetable_group,search
35332,32,1,nonpredictive_distractors,562,fruit_vegetable_group,search
35333,32,1,distractor_absent,578,fruit_vegetable_group,search
35334,32,1,predictive_distractors,635,fruit_vegetable_group,search
35335,32,1,predictive_distractors,582,fruit_vegetable_group,search
35336,32,1,predictive_distractors,602,fruit_vegetable_group,search
35337,32,1,distractor_absent,591,fruit_vegetable_group,search
35338,32,1,nonpredictive_distractors,545,fruit_vegetable_group,search
35339,32,1,predictive_distractors,517,fruit_vegetable_group,search
35340,32,1,predictive_distractors,509,fruit_vegetable_group,search
35341,32,1,predictive_distractors,564,fruit_vegetable_group,search
35342,32,1,predictive_distractors,540,fruit_vegetable_group,search
35343,32,1,nonpredictive_distractors,586,fruit_vegetable_group,search
35344,32,1,nonpredictive_distractors,503,fruit_vegetable_group,search
35345,32,1,distractor_absent,650,fruit_vegetable_group,search
35346,32,1,distractor_absent,724,fruit_vegetable_group,search
35347,32,1,nonpredictive_distractors,782,fruit_vegetable_group,search
35348,32,1,distractor_absent,549,fruit_vegetable_group,search
35349,32,1,distractor_absent,472,fruit_vegetable_group,search
35350,32,1,nonpredictive_distractors,709,fruit_vegetable_group,search
35351,32,1,distractor_absent,530,fruit_vegetable_group,search
35352,32,1,distractor_absent,749,fruit_vegetable_group,search
35353,32,1,predictive_distractors,636,fruit_vegetable_group,search
35354,32,1,nonpredictive_distractors,697,fruit_vegetable_group,search
35355,32,1,predictive_distractors,628,fruit_vegetable_group,search
35356,32,1,distractor_absent,547,fruit_vegetable_group,search
35357,32,1,nonpredictive_distractors,684,fruit_vegetable_group,search
35358,32,1,distractor_absent,640,fruit_vegetable_group,search
35359,32,1,nonpredictive_distractors,515,fruit_vegetable_group,search
35360,32,1,nonpredictive_distractors,582,fruit_vegetable_group,search
35361,32,1,distractor_absent,608,fruit_vegetable_group,search
35362,32,1,predictive_distractors,685,fruit_vegetable_group,search
35363,32,1,predictive_distractors,658,fruit_vegetable_group,search
35364,32,1,nonpredictive_distractors,552,fruit_vegetable_group,search
35365,32,1,distractor_absent,687,fruit_vegetable_group,search
35366,32,1,nonpredictive_distractors,584,fruit_vegetable_group,search
35367,32,1,nonpredictive_distractors,493,fruit_vegetable_group,search
35368,32,1,predictive_distractors,471,fruit_vegetable_group,search
35369,32,2,nonpredictive_distractors,523,fruit_vegetable_group,search
35370,32,2,predictive_distractors,579,fruit_vegetable_group,search
35371,32,2,predictive_distractors,506,fruit_vegetable_group,search
35372,32,2,nonpredictive_distractors,443,fruit_vegetable_group,search
35373,32,2,predictive_distractors,644,fruit_vegetable_group,search
35374,32,2,predictive_distractors,496,fruit_vegetable_group,search
35375,32,2,distractor_absent,548,fruit_vegetable_group,search
35376,32,2,nonpredictive_distractors,649,fruit_vegetable_group,search
35377,32,2,predictive_distractors,481,fruit_vegetable_group,search
35378,32,2,nonpredictive_distractors,499,fruit_vegetable_group,search
35379,32,2,distractor_absent,642,fruit_vegetable_group,search
35380,32,2,nonpredictive_distractors,528,fruit_vegetable_group,search
35381,32,2,predictive_distractors,606,fruit_vegetable_group,search
35382,32,2,predictive_distractors,493,fruit_vegetable_group,search
35383,32,2,distractor_absent,491,fruit_vegetable_group,search
35384,32,2,predictive_distractors,619,fruit_vegetable_group,search
35385,32,2,predictive_distractors,505,fruit_vegetable_group,search
35386,32,2,nonpredictive_distractors,626,fruit_vegetable_group,search
35387,32,2,nonpredictive_distractors,686,fruit_vegetable_group,search
35388,32,2,predictive_distractors,800,fruit_vegetable_group,search
35389,32,2,nonpredictive_distractors,622,fruit_vegetable_group,search
35390,32,2,nonpredictive_distractors,463,fruit_vegetable_group,search
35391,32,2,nonpredictive_distractors,484,fruit_vegetable_group,search
35392,32,2,nonpredictive_distractors,583,fruit_vegetable_group,search
35393,32,2,nonpredictive_distractors,625,fruit_vegetable_group,search
35394,32,2,nonpredictive_distractors,760,fruit_vegetable_group,search
35395,32,2,nonpredictive_distractors,467,fruit_vegetable_group,search
35396,32,2,distractor_absent,550,fruit_vegetable_group,search
35397,32,2,predictive_distractors,481,fruit_vegetable_group,search
35398,32,2,predictive_distractors,765,fruit_vegetable_group,search
35399,32,2,predictive_distractors,670,fruit_vegetable_group,search
35400,32,2,predictive_distractors,665,fruit_vegetable_group,search
35401,32,2,predictive_distractors,617,fruit_vegetable_group,search
35402,32,2,nonpredictive_distractors,508,fruit_vegetable_group,search
35403,32,2,nonpredictive_distractors,627,fruit_vegetable_group,search
35404,32,2,nonpredictive_distractors,682,fruit_vegetable_group,search
35405,32,2,nonpredictive_distractors,711,fruit_vegetable_group,search
35406,32,2,predictive_distractors,642,fruit_vegetable_group,search
35407,32,2,distractor_absent,619,fruit_vegetable_group,search
35408,32,2,predictive_distractors,677,fruit_vegetable_group,search
35409,32,2,distractor_absent,568,fruit_vegetable_group,search
35410,32,2,predictive_distractors,635,fruit_vegetable_group,search
35411,32,2,distractor_absent,573,fruit_vegetable_group,search
35412,32,2,distractor_absent,749,fruit_vegetable_group,search
35413,32,2,nonpredictive_distractors,586,fruit_vegetable_group,search
35414,32,2,predictive_distractors,524,fruit_vegetable_group,search
35415,32,2,distractor_absent,517,fruit_vegetable_group,search
35416,32,2,predictive_distractors,709,fruit_vegetable_group,search
35417,32,2,nonpredictive_distractors,581,fruit_vegetable_group,search
35418,32,2,nonpredictive_distractors,504,fruit_vegetable_group,search
35419,32,2,predictive_distractors,482,fruit_vegetable_group,search
35420,32,2,predictive_distractors,548,fruit_vegetable_group,search
35421,32,2,nonpredictive_distractors,470,fruit_vegetable_group,search
35422,32,2,predictive_distractors,537,fruit_vegetable_group,search
35423,32,2,distractor_absent,526,fruit_vegetable_group,search
35424,32,2,distractor_absent,626,fruit_vegetable_group,search
35425,32,2,distractor_absent,525,fruit_vegetable_group,search
35426,32,2,predictive_distractors,496,fruit_vegetable_group,search
35427,32,2,nonpredictive_distractors,572,fruit_vegetable_group,search
35428,32,2,nonpredictive_distractors,540,fruit_vegetable_group,search
35429,32,2,predictive_distractors,601,fruit_vegetable_group,search
35430,32,2,distractor_absent,620,fruit_vegetable_group,search
35431,32,2,predictive_distractors,522,fruit_vegetable_group,search
35432,32,2,distractor_absent,529,fruit_vegetable_group,search
35433,32,2,nonpredictive_distractors,559,fruit_vegetable_group,search
35434,32,2,predictive_distractors,682,fruit_vegetable_group,search
35435,32,2,predictive_distractors,548,fruit_vegetable_group,search
35436,32,2,predictive_distractors,571,fruit_vegetable_group,search
35437,32,2,predictive_distractors,598,fruit_vegetable_group,search
35438,32,2,predictive_distractors,605,fruit_vegetable_group,search
35439,32,2,nonpredictive_distractors,523,fruit_vegetable_group,search
35440,32,2,nonpredictive_distractors,745,fruit_vegetable_group,search
35441,32,2,predictive_distractors,667,fruit_vegetable_group,search
35442,32,3,nonpredictive_distractors,718,fruit_vegetable_group,search
35443,32,3,predictive_distractors,619,fruit_vegetable_group,search
35444,32,3,nonpredictive_distractors,512,fruit_vegetable_group,search
35445,32,3,nonpredictive_distractors,711,fruit_vegetable_group,search
35446,32,3,distractor_absent,548,fruit_vegetable_group,search
35447,32,3,predictive_distractors,619,fruit_vegetable_group,search
35448,32,3,predictive_distractors,481,fruit_vegetable_group,search
35449,32,3,predictive_distractors,579,fruit_vegetable_group,search
35450,32,3,distractor_absent,617,fruit_vegetable_group,search
35451,32,3,nonpredictive_distractors,629,fruit_vegetable_group,search
35452,32,3,nonpredictive_distractors,580,fruit_vegetable_group,search
35453,32,3,predictive_distractors,512,fruit_vegetable_group,search
35454,32,3,distractor_absent,566,fruit_vegetable_group,search
35455,32,3,predictive_distractors,684,fruit_vegetable_group,search
35456,32,3,predictive_distractors,568,fruit_vegetable_group,search
35457,32,3,nonpredictive_distractors,579,fruit_vegetable_group,search
35458,32,3,distractor_absent,597,fruit_vegetable_group,search
35459,32,3,predictive_distractors,699,fruit_vegetable_group,search
35460,32,3,predictive_distractors,571,fruit_vegetable_group,search
35461,32,3,nonpredictive_distractors,599,fruit_vegetable_group,search
35462,32,3,nonpredictive_distractors,635,fruit_vegetable_group,search
35463,32,3,predictive_distractors,593,fruit_vegetable_group,search
35464,32,3,nonpredictive_distractors,600,fruit_vegetable_group,search
35465,32,3,nonpredictive_distractors,603,fruit_vegetable_group,search
35466,32,3,predictive_distractors,575,fruit_vegetable_group,search
35467,32,3,nonpredictive_distractors,587,fruit_vegetable_group,search
35468,32,3,nonpredictive_distractors,614,fruit_vegetable_group,search
35469,32,3,predictive_distractors,536,fruit_vegetable_group,search
35470,32,3,nonpredictive_distractors,684,fruit_vegetable_group,search
35471,32,3,nonpredictive_distractors,516,fruit_vegetable_group,search
35472,32,3,nonpredictive_distractors,744,fruit_vegetable_group,search
35473,32,3,nonpredictive_distractors,576,fruit_vegetable_group,search
35474,32,3,distractor_absent,532,fruit_vegetable_group,search
35475,32,3,nonpredictive_distractors,599,fruit_vegetable_group,search
35476,32,3,nonpredictive_distractors,571,fruit_vegetable_group,search
35477,32,3,predictive_distractors,620,fruit_vegetable_group,search
35478,32,3,distractor_absent,465,fruit_vegetable_group,search
35479,32,3,predictive_distractors,577,fruit_vegetable_group,search
35480,32,3,nonpredictive_distractors,533,fruit_vegetable_group,search
35481,32,3,distractor_absent,502,fruit_vegetable_group,search
35482,32,3,nonpredictive_distractors,708,fruit_vegetable_group,search
35483,32,3,distractor_absent,476,fruit_vegetable_group,search
35484,32,3,nonpredictive_distractors,497,fruit_vegetable_group,search
35485,32,3,predictive_distractors,683,fruit_vegetable_group,search
35486,32,3,distractor_absent,722,fruit_vegetable_group,search
35487,32,3,distractor_absent,498,fruit_vegetable_group,search
35488,32,3,distractor_absent,512,fruit_vegetable_group,search
35489,32,3,nonpredictive_distractors,543,fruit_vegetable_group,search
35490,32,3,nonpredictive_distractors,655,fruit_vegetable_group,search
35491,32,3,nonpredictive_distractors,498,fruit_vegetable_group,search
35492,32,3,distractor_absent,459,fruit_vegetable_group,search
35493,32,3,predictive_distractors,547,fruit_vegetable_group,search
35494,32,3,predictive_distractors,523,fruit_vegetable_group,search
35495,32,3,predictive_distractors,518,fruit_vegetable_group,search
35496,32,3,predictive_distractors,533,fruit_vegetable_group,search
35497,32,3,predictive_distractors,632,fruit_vegetable_group,search
35498,32,3,distractor_absent,649,fruit_vegetable_group,search
35499,32,3,predictive_distractors,677,fruit_vegetable_group,search
35500,32,3,distractor_absent,504,fruit_vegetable_group,search
35501,32,3,predictive_distractors,779,fruit_vegetable_group,search
35502,32,3,distractor_absent,532,fruit_vegetable_group,search
35503,32,3,nonpredictive_distractors,545,fruit_vegetable_group,search
35504,32,3,nonpredictive_distractors,552,fruit_vegetable_group,search
35505,32,3,nonpredictive_distractors,569,fruit_vegetable_group,search
35506,32,3,distractor_absent,502,fruit_vegetable_group,search
35507,32,3,predictive_distractors,502,fruit_vegetable_group,search
35508,32,3,predictive_distractors,547,fruit_vegetable_group,search
35509,32,3,nonpredictive_distractors,523,fruit_vegetable_group,search
35510,32,3,predictive_distractors,553,fruit_vegetable_group,search
35511,32,3,nonpredictive_distractors,520,fruit_vegetable_group,search
35512,32,3,nonpredictive_distractors,411,fruit_vegetable_group,search
35513,32,3,predictive_distractors,520,fruit_vegetable_group,search
35514,32,3,nonpredictive_distractors,749,fruit_vegetable_group,search
35515,32,3,predictive_distractors,643,fruit_vegetable_group,search
35516,32,3,nonpredictive_distractors,559,fruit_vegetable_group,search
35517,32,3,nonpredictive_distractors,708,fruit_vegetable_group,search
35518,32,3,predictive_distractors,485,fruit_vegetable_group,search
35519,32,3,predictive_distractors,552,fruit_vegetable_group,search
35520,33,0,predictive_distractors,865.3,fruit_vegetable_group,search
35521,33,0,predictive_distractors,465.4,fruit_vegetable_group,search
35522,33,0,distractor_absent,477.2,fruit_vegetable_group,search
35523,33,0,nonpredictive_distractors,661.4,fruit_vegetable_group,search
35524,33,0,distractor_absent,505.2,fruit_vegetable_group,search
35525,33,0,nonpredictive_distractors,624,fruit_vegetable_group,search
35526,33,0,predictive_distractors,540.2,fruit_vegetable_group,search
35527,33,0,nonpredictive_distractors,742.8,fruit_vegetable_group,search
35528,33,0,predictive_distractors,590.5,fruit_vegetable_group,search
35529,33,0,predictive_distractors,554.5,fruit_vegetable_group,search
35530,33,0,predictive_distractors,676.2,fruit_vegetable_group,search
35531,33,0,predictive_distractors,756.7,fruit_vegetable_group,search
35532,33,0,nonpredictive_distractors,741.5,fruit_vegetable_group,search
35533,33,0,predictive_distractors,635.3,fruit_vegetable_group,search
35534,33,0,predictive_distractors,727.2,fruit_vegetable_group,search
35535,33,0,predictive_distractors,756.1,fruit_vegetable_group,search
35536,33,0,predictive_distractors,716.1,fruit_vegetable_group,search
35537,33,0,distractor_absent,894.1,fruit_vegetable_group,search
35538,33,0,nonpredictive_distractors,709.3,fruit_vegetable_group,search
35539,33,0,predictive_distractors,726.9,fruit_vegetable_group,search
35540,33,0,nonpredictive_distractors,854,fruit_vegetable_group,search
35541,33,0,distractor_absent,648.8,fruit_vegetable_group,search
